accident_id,date,year,month,state,district,mine_name,mine_type,accident_type,cause,severity,fatalities,injuries,description
DGMS-2022-092,2022-09-04,2022,9,West Bengal,Asansol,WES-Mine-38,Underground Coal,Roof/Side Fall,Human error,Minor,0,1,"Roof/Side Fall incident at Iron Ore mine. Cause: Human error. Location: West Bengal, Korba. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-043,2022-09-27,2022,9,West Bengal,Korba,WES-Mine-68,Iron Ore,Transport/Haulage,Structural weakness,Fatal,1,1,"Transport/Haulage incident at Limestone mine. Cause: Structural weakness. Location: West Bengal, Korba. 1 fatalities reported. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-091,2022-10-02,2022,10,Odisha,Sundergarh,ODI-Mine-07,Manganese,Gas Emission,Weather conditions,Minor,0,2,"Gas Emission incident at Underground Coal mine. Cause: Weather conditions. Location: Odisha, Ranchi. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-080,2022-10-08,2022,10,Odisha,Singrauli,ODI-Mine-33,Manganese,Inundation,Inadequate training,Serious,0,4,"Inundation incident at Iron Ore mine. Cause: Inadequate training. Location: Odisha, Asansol. 4 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-020,2022-10-25,2022,10,Odisha,Ranchi,ODI-Mine-79,Opencast Coal,Machinery,Methane buildup,Fatal,2,7,"Machinery incident at Underground Coal mine. Cause: Methane buildup. Location: Odisha, Dhanbad. 2 fatalities reported. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-043,2022-10-25,2022,10,Madhya Pradesh,Korba,MAD-Mine-32,Iron Ore,Fire,Inadequate training,Minor,0,0,"Fire incident at Opencast Coal mine. Cause: Inadequate training. Location: Madhya Pradesh, Dhanbad. Investigation ongoing by DGMS authorities."
DGMS-2022-036,2022-10-27,2022,10,Madhya Pradesh,Asansol,MAD-Mine-96,Limestone,Transport/Haulage,Safety protocol violation,Serious,0,8,"Transport/Haulage incident at Limestone mine. Cause: Safety protocol violation. Location: Madhya Pradesh, Singrauli. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-018,2022-11-01,2022,11,Madhya Pradesh,Asansol,MAD-Mine-51,Iron Ore,Electrical,Weather conditions,Serious,0,8,"Electrical incident at Iron Ore mine. Cause: Weather conditions. Location: Madhya Pradesh, Dhanbad. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-048,2022-11-09,2022,11,Jharkhand,Talcher,JHA-Mine-96,Manganese,Explosion,Human error,Minor,0,2,"Explosion incident at Opencast Coal mine. Cause: Human error. Location: Jharkhand, Dhanbad. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-046,2022-11-11,2022,11,Odisha,Asansol,ODI-Mine-39,Manganese,Inundation,Human error,Minor,0,1,"Inundation incident at Underground Coal mine. Cause: Human error. Location: Odisha, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-022,2022-11-18,2022,11,Odisha,Dhanbad,ODI-Mine-23,Opencast Coal,Gas Emission,Equipment malfunction,Serious,0,11,"Gas Emission incident at Opencast Coal mine. Cause: Equipment malfunction. Location: Odisha, Talcher. 11 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2022-006,2022-12-04,2022,12,West Bengal,Talcher,WES-Mine-06,Manganese,Fire,Inadequate support,Fatal,1,0,"Fire incident at Manganese mine. Cause: Inadequate support. Location: West Bengal, Korba. 1 fatalities reported. Investigation ongoing by DGMS authorities."
DGMS-2022-030,2022-12-19,2022,12,Chhattisgarh,Talcher,CHH-Mine-33,Iron Ore,Roof/Side Fall,Human error,Minor,0,2,"Roof/Side Fall incident at Manganese mine. Cause: Human error. Location: Chhattisgarh, Asansol. 2 injuries reported. Investigation ongoing by DGMS authorities."
